time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation (mm),rain (mm),snowfall (cm),snow_depth (m),weather_code (wmo code),pressure_msl (hPa),surface_pressure (hPa),cloud_cover (%),cloud_cover_low (%),cloud_cover_mid (%),cloud_cover_high (%),et0_fao_evapotranspiration (mm),vapour_pressure_deficit (kPa),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_10m (°),wind_direction_100m (°),wind_gusts_10m (km/h),soil_temperature_0_to_7cm (°C),soil_temperature_7_to_28cm (°C),soil_temperature_28_to_100cm (°C),soil_temperature_100_to_255cm (°C),soil_moisture_0_to_7cm (m³/m³),soil_moisture_7_to_28cm (m³/m³),soil_moisture_28_to_100cm (m³/m³),soil_moisture_100_to_255cm (m³/m³)
2024-08-06T23:00,21.0,79,17.3,22.0,0.00,0.00,0.00,NaN,1,1012.1,1007.1,42,9,7,100,0.02,0.52,10.7,21.0,312,321,18.0,22.9,23.1,20.0,15.7,0.210,0.205,0.197,0.325
2024-08-07T00:00,20.2,87,18.1,22.0,0.00,0.00,0.00,NaN,2,1012.0,1006.9,52,2,35,99,0.00,0.30,7.8,15.8,326,333,18.7,22.3,23.0,20.0,15.7,0.210,0.205,0.197,0.325
2024-08-07T01:00,19.7,91,18.1,21.5,0.00,0.00,0.00,0.00,2,1012.1,1007.0,51,6,27,98,0.00,0.21,7.5,14.8,325,337,13.3,21.8,22.9,20.0,15.8,0.210,0.205,0.197,0.325
2024-08-07T02:00,18.5,87,16.3,18.9,1.50,1.50,0.00,0.00,61,1013.2,1008.1,100,100,100,97,0.01,0.27,11.8,18.8,329,331,23.0,20.9,22.8,20.0,15.8,0.224,0.204,0.196,0.325
2024-08-07T03:00,17.7,86,15.3,17.9,0.40,0.40,0.00,0.00,51,1013.5,1008.4,100,100,100,93,0.01,0.28,10.5,17.1,329,332,20.9,20.1,22.6,20.0,15.8,0.228,0.204,0.196,0.325
2024-08-07T04:00,17.3,83,14.4,17.0,0.30,0.30,0.00,0.00,51,1013.5,1008.4,100,100,97,68,0.01,0.33,11.7,18.5,326,327,20.5,19.3,22.4,20.0,15.8,0.231,0.204,0.196,0.325
2024-08-07T05:00,16.8,84,14.0,16.7,0.40,0.40,0.00,0.00,51,1013.7,1008.6,100,100,100,0,0.01,0.31,9.2,14.7,329,329,20.9,18.7,22.2,20.0,15.8,0.235,0.204,0.196,0.325
2024-08-07T06:00,16.5,85,13.9,16.8,0.20,0.20,0.00,0.00,51,1013.9,1008.8,100,100,79,0,0.03,0.29,6.3,9.8,329,332,15.5,18.3,21.9,20.0,15.8,0.237,0.204,0.196,0.325
2024-08-07T07:00,16.8,83,13.8,17.1,0.00,0.00,0.00,0.00,3,1014.5,1009.4,100,100,34,0,0.04,0.33,6.0,9.0,295,299,11.9,18.3,21.7,20.0,15.8,0.237,0.204,0.196,0.325
2024-08-07T08:00,17.4,81,14.0,17.3,0.00,0.00,0.00,0.00,3,1014.9,1009.8,90,100,0,0,0.07,0.38,9.7,13.2,285,287,18.0,18.5,21.5,20.0,15.8,0.237,0.204,0.197,0.325
2024-08-07T09:00,18.5,73,13.6,18.1,0.00,0.00,0.00,0.00,1,1015.2,1010.1,33,37,0,0,0.15,0.57,10.0,13.0,291,289,22.0,19.1,21.3,20.0,15.8,0.237,0.204,0.197,0.325
2024-08-07T10:00,20.1,62,12.5,19.2,0.00,0.00,0.00,0.00,0,1015.3,1010.2,0,0,0,0,0.32,0.90,11.3,14.5,297,297,24.8,20.6,21.2,20.0,15.8,0.236,0.204,0.196,0.325
2024-08-07T11:00,21.3,52,10.9,20.6,0.00,0.00,0.00,0.00,0,1015.5,1010.4,0,0,0,0,0.43,1.23,12.4,15.9,300,298,27.7,22.1,21.2,20.0,15.8,0.234,0.204,0.196,0.325
2024-08-07T12:00,22.3,47,10.6,22.1,0.00,0.00,0.00,0.00,0,1015.4,1010.4,0,0,0,0,0.51,1.42,12.2,15.8,294,294,28.1,23.5,21.3,20.0,15.8,0.231,0.203,0.196,0.325
2024-08-07T13:00,23.3,45,10.6,23.5,0.00,0.00,0.00,0.00,1,1015.5,1010.5,36,35,7,0,0.55,1.58,11.2,14.6,291,290,27.7,24.8,21.4,20.0,15.8,0.228,0.203,0.196,0.325
2024-08-07T14:00,22.8,48,11.2,21.5,0.00,0.00,0.00,0.00,3,1015.7,1010.7,100,100,63,0,0.41,1.44,12.3,15.6,291,289,26.3,25.3,21.8,20.0,15.8,0.213,0.203,0.197,0.325
2024-08-07T15:00,22.8,48,11.2,21.4,0.00,0.00,0.00,0.00,3,1015.4,1010.4,100,65,61,19,0.35,1.45,12.4,16.2,292,291,27.7,25.2,22.0,20.0,15.8,0.211,0.203,0.197,0.325
2024-08-07T16:00,23.3,45,10.7,21.9,0.00,0.00,0.00,0.00,3,1015.0,1010.0,100,95,84,76,0.35,1.58,10.9,14.5,278,277,25.9,25.3,22.1,20.0,15.8,0.210,0.203,0.197,0.325
2024-08-07T17:00,23.2,45,10.5,21.8,0.00,0.00,0.00,0.00,1,1014.8,1009.8,34,1,50,9,0.25,1.58,10.9,14.5,278,276,23.4,24.9,22.3,20.0,15.8,0.208,0.202,0.197,0.325
2024-08-07T18:00,23.3,44,10.3,21.4,0.00,0.00,0.00,0.00,3,1014.6,1009.6,100,43,100,19,0.25,1.61,13.7,18.9,284,283,24.8,24.6,22.4,20.0,15.8,0.207,0.202,0.197,0.325
2024-08-07T19:00,22.3,49,11.1,20.9,0.00,0.00,0.00,0.00,3,1015.1,1010.1,100,50,95,97,0.16,1.37,11.8,18.2,308,304,26.3,23.9,22.4,20.0,15.8,0.206,0.202,0.197,0.325
2024-08-07T20:00,21.2,55,11.8,20.7,0.00,0.00,0.00,0.00,3,1015.7,1010.6,94,29,64,100,0.07,1.13,7.3,14.3,340,335,20.5,23.1,22.4,20.0,15.8,0.206,0.202,0.197,0.325
2024-08-07T21:00,20.0,61,12.2,19.6,0.00,0.00,0.00,0.00,3,1016.5,1011.4,100,23,87,100,0.06,0.92,7.5,16.6,343,342,13.3,22.2,22.4,20.0,15.8,0.206,0.202,0.197,0.325
2024-08-07T22:00,19.2,65,12.5,19.2,0.00,0.00,0.00,0.00,3,1016.9,1011.8,80,7,73,100,0.02,0.78,5.7,13.8,342,340,13.0,21.5,22.3,20.0,15.8,0.205,0.202,0.197,0.325
2024-08-07T23:00,18.5,70,13.0,18.8,0.10,0.10,0.00,0.00,51,1017.3,1012.2,69,3,60,100,0.01,0.64,4.7,11.7,328,342,9.4,20.9,22.2,20.0,15.8,0.206,0.202,0.197,0.324
